CONCEPT_A	CONCEPT_B	OSM_URI_A	OSM_URI_B	QUESTION	VECTOR_MEASURE	TERM_MEASURE	CORPUS	INCLUDED_POS	PAIRS_AB	PAIRS_BA	HUMAN_SIM	MACHINE_SIM_AB	MACHINE_SIM_BA	MACHINE_SIM
forest	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwood	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	lesk	Null	VB JJ	5	4	0.272727273	0.01896875	0.019170455	0.019069602
city	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Dcity	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	lesk	Null	VB JJ	3	4	0.090909091	0.046480824	0.019139205	0.032810014
river	lake	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Driver	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	lesk	Null	VB JJ	5	4	0.727272727	0.02799513	0.019994318	0.023994724
beach	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dbeach	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	lesk	Null	VB JJ	5	4	0.5	0.046237216	0.019139205	0.03268821
island	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Disland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	lesk	Null	VB JJ	7	4	0.5	0.03068892	0.019139205	0.024914062
wetland	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwetland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	lesk	Null	VB JJ	5	4	0.636363636	0.043780438	0.030696023	0.037238231
bridge	lake	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	lesk	Null	VB JJ	10	4	0.363636364	0.049861337	0.033210227	0.041535782
pond	lake	http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dpond	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	lesk	Null	VB JJ	7	4	0.909090909	0.027926136	0.030167614	0.029046875
mountain	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dpeak	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	lesk	Null	VB JJ	2	4	0.181818182	0.001995739	0.001803977	0.001899858
forest	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwood	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	path	Null	VB JJ	5	4	0.272727273	0.45	0.45	0.45
city	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Dcity	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	path	Null	VB JJ	3	4	0.090909091	0.708333333	0.45	0.579166667
river	lake	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Driver	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	path	Null	VB JJ	5	4	0.727272727	0.523809524	0.45	0.486904762
beach	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dbeach	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	path	Null	VB JJ	5	4	0.5	0.725	0.516666667	0.620833333
island	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Disland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	path	Null	VB JJ	7	4	0.5	0.520833333	0.45	0.485416667
wetland	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwetland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	path	Null	VB JJ	5	4	0.636363636	0.702380952	0.716666667	0.709523809
bridge	lake	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	path	Null	VB JJ	10	4	0.363636364	0.75	1	0.875
pond	lake	http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dpond	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	path	Null	VB JJ	7	4	0.909090909	0.736666667	0.85	0.793333333
mountain	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dpeak	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	path	Null	VB JJ	2	4	0.181818182	0.225	0.24	0.2325
forest	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwood	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	vector	Null	VB JJ	5	4	0.272727273	0.609554105	0.604498407	0.607026256
city	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Dcity	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	vector	Null	VB JJ	3	4	0.090909091	0.757155395	0.529641721	0.643398558
river	lake	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Driver	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	vector	Null	VB JJ	5	4	0.727272727	0.715168027	0.621506744	0.668337385
beach	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dbeach	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	vector	Null	VB JJ	5	4	0.5	0.785239815	0.529641721	0.657440768
island	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Disland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	vector	Null	VB JJ	7	4	0.5	0.57550868	0.551875322	0.563692001
wetland	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwetland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	vector	Null	VB JJ	5	4	0.636363636	0.788955152	0.820163346	0.804559249
bridge	lake	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	vector	Null	VB JJ	10	4	0.363636364	0.79942671	1	0.899713355
pond	lake	http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dpond	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	vector	Null	VB JJ	7	4	0.909090909	0.817627491	0.905888477	0.861757984
mountain	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dpeak	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	vector	Null	VB JJ	2	4	0.181818182	0.59724086	0.446072883	0.521656871
forest	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwood	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	vectorp	Null	VB JJ	5	4	0.272727273	0.284811516	0.291149251	0.287980384
city	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Dcity	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	vectorp	Null	VB JJ	3	4	0.090909091	0.469575645	0.219689172	0.344632409
river	lake	http://wiki.openstreetmap.org/wiki/Tag:waterway%3Driver	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	vectorp	Null	VB JJ	5	4	0.727272727	0.372791881	0.273598232	0.323195056
beach	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dbeach	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	vectorp	Null	VB JJ	5	4	0.5	0.492457098	0.314457116	0.403457107
island	lake	http://wiki.openstreetmap.org/wiki/Tag:place%3Disland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	vectorp	Null	VB JJ	7	4	0.5	0.329943881	0.277542782	0.303743332
wetland	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwetland	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	vectorp	Null	VB JJ	5	4	0.636363636	0.526477441	0.505582036	0.516029738
bridge	lake	http://wiki.openstreetmap.org/wiki/Key:bridge	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	vectorp	Null	VB JJ	10	4	0.363636364	0.557929242	0.749859707	0.653894475
pond	lake	http://wiki.openstreetmap.org/wiki/Tag:landuse%3Dpond	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	vectorp	Null	VB JJ	7	4	0.909090909	0.530937586	0.582686941	0.556812264
mountain	lake	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dpeak	http://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater	AB5	com	vectorp	Null	VB JJ	2	4	0.181818182	0.219432537	0.151393721	0.185413129
sports arena	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	hso	OSM Wiki	JJ	0	0	0.909090909	0	0	0
ball park	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	hso	OSM Wiki	JJ	4	1	0.818181818	0.029911233	0.125	0.077455616
athletic field	stadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	hso	OSM Wiki	JJ	10	19	0.727272727	0	0	0
tennis court	stadium	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	hso	OSM Wiki	JJ	0	0	0.636363636	0	0	0
theater	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	hso	OSM Wiki	JJ	0	0	0.545454545	0	0	0
commons	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	hso	OSM Wiki	JJ	0	0	0.181818182	0	0	0
museum	stadium	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	hso	OSM Wiki	JJ	1	1	0.454545455	0	0	0
building	stadium	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	hso	OSM Wiki	JJ	9	19	0.363636364	0	0	0
library	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	hso	OSM Wiki	JJ	1	1	0.272727273	0	0	0
house	stadium	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	hso	OSM Wiki	JJ	0	0	0.090909091	0	0	0
sports arena	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	jcn	OSM Wiki	JJ	0	0	0.909090909	0	0	0
ball park	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	jcn	OSM Wiki	JJ	4	1	0.818181818	0.06476822	0.072899314	0.068833767
athletic field	stadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	jcn	OSM Wiki	JJ	10	19	0.727272727	0	0	0
tennis court	stadium	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	jcn	OSM Wiki	JJ	0	0	0.636363636	0	0	0
theater	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	jcn	OSM Wiki	JJ	0	0	0.545454545	0	0	0
commons	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	jcn	OSM Wiki	JJ	0	0	0.181818182	0	0	0
museum	stadium	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	jcn	OSM Wiki	JJ	1	1	0.454545455	0.059450038	0.059450038	0.059450038
building	stadium	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	jcn	OSM Wiki	JJ	9	19	0.363636364	0	0	0
library	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	jcn	OSM Wiki	JJ	1	1	0.272727273	0.068937531	0.068937531	0.068937531
house	stadium	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	jcn	OSM Wiki	JJ	0	0	0.090909091	0	0	0
sports arena	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lch	OSM Wiki	JJ	3	6	0.909090909	0	0	0
ball park	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lch	OSM Wiki	JJ	13	6	0.818181818	0.374058357	0.133568323	0.25381334
athletic field	stadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lch	OSM Wiki	JJ	10	19	0.727272727	0	0	0
tennis court	stadium	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lch	OSM Wiki	JJ	4	6	0.636363636	0.299228722	0.126981859	0.21310529
theater	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lch	OSM Wiki	JJ	1	6	0.545454545	0	0	0
commons	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lch	OSM Wiki	JJ	4	6	0.181818182	0.239140607	0.099348006	0.169244307
museum	stadium	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lch	OSM Wiki	JJ	4	6	0.454545455	0.020630398	0.118485394	0.069557896
building	stadium	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lch	OSM Wiki	JJ	9	19	0.363636364	0	0	0
library	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lch	OSM Wiki	JJ	5	6	0.272727273	0.165665624	0.109408057	0.137536841
house	stadium	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lch	OSM Wiki	JJ	4	6	0.090909091	0.14113524	0.145681648	0.143408444
sports arena	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lin	OSM Wiki	JJ	3	6	0.909090909	0	0	0
ball park	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lin	OSM Wiki	JJ	13	6	0.818181818	0.15378449	0.054242408	0.104013449
athletic field	stadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lin	OSM Wiki	JJ	10	19	0.727272727	0	0	0
tennis court	stadium	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lin	OSM Wiki	JJ	4	6	0.636363636	0.093568061	0.050396851	0.071982456
theater	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lin	OSM Wiki	JJ	1	6	0.545454545	0	0	0
commons	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lin	OSM Wiki	JJ	4	6	0.181818182	0.141634434	0.034605826	0.08812013
museum	stadium	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lin	OSM Wiki	JJ	4	6	0.454545455	0.01150443	0.041186812	0.026345621
building	stadium	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lin	OSM Wiki	JJ	9	19	0.363636364	0	0	0
library	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lin	OSM Wiki	JJ	5	6	0.272727273	0.080026511	0.087547444	0.083786978
house	stadium	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lin	OSM Wiki	JJ	4	6	0.090909091	0	0	0
sports arena	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	res	OSM Wiki	JJ	3	6	0.909090909	0	0	0
ball park	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	res	OSM Wiki	JJ	13	6	0.818181818	0.263547792	0.093869459	0.178708626
athletic field	stadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	res	OSM Wiki	JJ	10	19	0.727272727	0	0	0
tennis court	stadium	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	res	OSM Wiki	JJ	4	6	0.636363636	0.181956794	0.05629039	0.119123592
theater	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	res	OSM Wiki	JJ	1	6	0.545454545	0	0	0
commons	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	res	OSM Wiki	JJ	4	6	0.181818182	0.129847766	0.042412054	0.08612991
museum	stadium	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	res	OSM Wiki	JJ	4	6	0.454545455	0.011165554	0.060999228	0.036082391
building	stadium	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	res	OSM Wiki	JJ	9	19	0.363636364	0	0	0
library	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	res	OSM Wiki	JJ	5	6	0.272727273	0.064265769	0.075731934	0.069998851
house	stadium	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	res	OSM Wiki	JJ	4	6	0.090909091	0.14557133	0.163025932	0.154298631
sports arena	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	wup	OSM Wiki	JJ	3	6	0.909090909	0	0	0
ball park	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	wup	OSM Wiki	JJ	13	6	0.818181818	0.51972384	0.188725611	0.354224726
athletic field	stadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	wup	OSM Wiki	JJ	10	19	0.727272727	0	0	0
tennis court	stadium	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	wup	OSM Wiki	JJ	4	6	0.636363636	0.399508892	0.181165905	0.290337399
theater	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	wup	OSM Wiki	JJ	1	6	0.545454545	0	0	0
commons	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	wup	OSM Wiki	JJ	4	6	0.181818182	0.296013344	0.1177294	0.206871372
museum	stadium	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	wup	OSM Wiki	JJ	4	6	0.454545455	0.027289296	0.156729071	0.092009184
building	stadium	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	wup	OSM Wiki	JJ	9	19	0.363636364	0	0	0
library	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	wup	OSM Wiki	JJ	5	6	0.272727273	0.207935076	0.162563416	0.185249246
house	stadium	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	wup	OSM Wiki	JJ	4	6	0.090909091	0.186163822	0.189193746	0.187678784
sports arena	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lesk	OSM Wiki	JJ	0	0	0.909090909	0	0	0
ball park	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lesk	OSM Wiki	JJ	4	1	0.818181818	9.45E-04	0.001278409	0.001111733
athletic field	stadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lesk	OSM Wiki	JJ	10	19	0.727272727	0	0	0
tennis court	stadium	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lesk	OSM Wiki	JJ	0	0	0.636363636	0	0	0
theater	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lesk	OSM Wiki	JJ	0	0	0.545454545	0	0	0
commons	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lesk	OSM Wiki	JJ	0	0	0.181818182	0	0	0
museum	stadium	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lesk	OSM Wiki	JJ	1	1	0.454545455	3.69E-04	3.69E-04	3.69E-04
building	stadium	http://wiki.openstreetmap.org/wiki/Key:building	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lesk	OSM Wiki	JJ	9	19	0.363636364	0	0	0
library	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dlibrary	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lesk	OSM Wiki	JJ	1	1	0.272727273	8.38E-04	8.38E-04	8.38E-04
house	stadium	http://wiki.openstreetmap.org/wiki/Tag:building%3Dhouse	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	lesk	OSM Wiki	JJ	0	0	0.090909091	0	0	0
sports arena	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dsports_centre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	path	OSM Wiki	JJ	0	0	0.909090909	0	0	0
ball park	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dpitch	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	path	OSM Wiki	JJ	4	1	0.818181818	0.133214407	0.142857143	0.138035775
athletic field	stadium	http://wiki.openstreetmap.org/wiki/Tag:sports%3Dathletics	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	path	OSM Wiki	JJ	10	19	0.727272727	0	0	0
tennis court	stadium	http://wiki.openstreetmap.org/wiki/Tag:sport%3Dtennis	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	path	OSM Wiki	JJ	0	0	0.636363636	0	0	0
theater	stadium	http://wiki.openstreetmap.org/wiki/Tag:amenity%3Dtheatre	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	path	OSM Wiki	JJ	0	0	0.545454545	0	0	0
commons	stadium	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dcommon	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	path	OSM Wiki	JJ	0	0	0.181818182	0	0	0
museum	stadium	http://wiki.openstreetmap.org/wiki/Tag:tourism%3Dmuseum	http://wiki.openstreetmap.org/wiki/Tag:leisure%3Dstadium	A1	com	path	OSM Wiki	JJ	1	1	0.454545455	0.142857143	0.142857143	0.142857143
